source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8987_tc_1042	proteomic profiling by mass spectrometry	1	JM8987_tc_1042.raw	1	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8988_tc_1042	proteomic profiling by mass spectrometry	1	JM8988_tc_1042.raw	2	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8989_tc_1042	proteomic profiling by mass spectrometry	1	JM8989_tc_1042.raw	3	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8990_tc_1042	proteomic profiling by mass spectrometry	1	JM8990_tc_1042.raw	4	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8991_tc_1042	proteomic profiling by mass spectrometry	1	JM8991_tc_1042.raw	5	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
