source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	assay name	technology type	comment[cleavage agent details]	comment[data file]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]	factor value[ebv status]	factor value[exposure]
Sample 46	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 46	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_0h_4_02.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 47	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 47	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_0h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 48	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 48	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_24h_1.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 49	Homo sapiens	Lymphatic system	3	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 49	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_24h_3_02.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 50	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 50	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_24h_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 51	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 51	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_24h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 52	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 52	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_24h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 53	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 53	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_1.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 54	Homo sapiens	Lymphatic system	2	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 54	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 55	Homo sapiens	Lymphatic system	3	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 55	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_3.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 56	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 56	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 57	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 57	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 58	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 58	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_48h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 59	Homo sapiens	Lymphatic system	1	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 59	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_72h_1.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 60	Homo sapiens	Lymphatic system	2	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 60	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_72h_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 61	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 61	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_72h_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 62	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 62	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_72h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 63	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 63	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_72h_6_02.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	negative	DMSO
Sample 64	Homo sapiens	Lymphatic system	2	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 64	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_0h_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 65	Homo sapiens	Lymphatic system	3	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 65	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_0h_3.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 66	Homo sapiens	Lymphatic system	5	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 66	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_0h_5.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 67	Homo sapiens	Lymphatic system	6	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 67	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_0h_6.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 68	Homo sapiens	Lymphatic system	2	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 68	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_24h_2.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
Sample 69	Homo sapiens	Lymphatic system	4	Loukes	B Lymphocyte	Burkitt Lymphoma Cancer	Run 69	proteomic profiling by mass spectrometry	NT=Arg-C; AC=MS:1001303	231030_DMSO_pos_24h_4.zip	1	50 ppm	NT=ZenoTOF 7600;AC=MS:1003293	AC=MS:1002038;NT=label free sample	NT=Propionyl;AC=UNIMOD:58;MT=fixed;TA=K,N-term	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=K	NT=Butyryl;AC=UNIMOD:1289;MT=variable;TA=K	NT=Dimethyl;AC=UNIMOD:36;MT=variable;TA=K,R	NT=Succinyl;AC=UNIMOD:64;MT=variable;TA=K	NT=Trimethyl;AC=UNIMOD:37;MT=variable;TA=K	NT=Methyl;AC=UNIMOD:34;MT=variable;TA=K,R	NT=Crotonyl;AC=UNIMOD:1363;MT=variable;TA=K	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S,T	10 ppm	1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0	positive	DMSO
